Date,High,Low,Open,Close,Volume,Adj Close,MA_5days,MA_20days,MA_240days,K_value,D_value,J_value,KDJ_金叉死叉,RSI6,RSI12
1999-12-31,707.7000122070312,678.239990234375,695.3800048828125,704.5599975585938,0,704.21923828125,,,,,,,,,
2000-01-03,713.969970703125,684.7999877929688,704.5599975585938,713.2000122070312,0,712.8551025390625,,,,,,,,,
2000-01-04,713.2000122070312,686.280029296875,713.2000122070312,687.3200073242188,0,686.9876098632812,,,,,,,,,
2000-01-05,690.1199951171875,662.8900146484375,685.9500122070312,678.5399780273438,0,678.2117919921875,,,,,,,,,
2000-01-06,683.6199951171875,662.6199951171875,678.5399780273438,669.3300170898438,0,669.0062866210938,690.5900024414062,,,,,,,,
2000-01-07,690.8200073242188,662.4400024414062,669.3300170898438,690.75,0,690.4159545898438,687.8280029296875,,,,,,,,
2000-01-10,748.3200073242188,690.75,690.75,741.6900024414062,0,741.331298828125,693.5260009765625,,,,,,,64.86746469717039,
2000-01-11,755.8800048828125,713.22998046875,741.6900024414062,717.0900268554688,0,716.7432250976562,699.4800048828125,,,,,,,52.464549473553376,
2000-01-12,750.0399780273438,709.8699951171875,717.0900268554688,741.5900268554688,0,741.2313842773438,712.0900146484375,,,84.70678761346929,84.70678761346929,84.70678761346929,,61.30649072302786,
2000-01-13,752.1599731445312,732.77001953125,741.6900024414062,748.97998046875,0,748.6177368164062,728.0200073242188,,,89.45204879938285,87.55394432501743,93.2482577481137,金叉,63.74726522801596,
2000-01-14,817.3200073242188,748.97998046875,748.97998046875,809.8699951171875,0,809.4783325195312,751.8440063476562,,,92.16993883398388,89.740468039791,97.02888042236961,,77.67275125450024,
2000-01-18,813.1699829101562,793.2899780273438,809.760009765625,803.3699951171875,0,802.9814453125,764.1800048828125,,,91.68106455017696,90.5465619748744,93.95006970078205,,74.0300292174583,
2000-01-19,810.25,796.3900146484375,803.3699951171875,805.4299926757812,0,805.0404663085938,781.847998046875,,,91.92752531429382,91.07669482081265,93.62918630125617,,74.48510705938845,70.10885145050094
2000-01-20,833.52001953125,805.4299926757812,805.4299926757812,812.5700073242188,0,812.177001953125,796.043994140625,,,90.4025580892404,90.83035613544114,89.54696199683892,死叉,76.21838874330322,71.00918483155534
2000-01-21,817.5900268554688,802.1599731445312,812.6500244140625,804.1500244140625,0,803.7611083984375,807.0780029296875,,,86.51711891283067,89.30323134899966,80.9448940404927,,69.53394011670886,68.36028648726322
2000-01-24,828.5700073242188,789.0499877929688,804.1500244140625,789.0700073242188,0,788.6884155273438,802.9180053710937,,,78.72461325013944,85.63385184349492,64.90613606342848,,58.50634817436321,63.71640414743883
2000-01-25,815.77001953125,776.739990234375,789.0700073242188,815.5399780273438,0,815.1455688476562,805.352001953125,,,81.0293352887433,84.05802204245559,74.9719617813187,,68.89657333512599,67.89295571874365
2000-01-26,815.5399780273438,783.1599731445312,815.5399780273438,783.1599731445312,0,782.7811889648438,800.897998046875,,,70.50872752355642,79.46188651439884,52.602409541871566,,50.378580171526835,58.85260591457088
2000-01-27,804.6300048828125,765.3200073242188,783.1599731445312,778.6500244140625,0,778.2734375,794.1140014648438,,,58.56636863251703,72.41524755354105,30.868610790469006,,48.21270350206631,57.685499561953165
2000-01-28,790.3400268554688,742.719970703125,778.6500244140625,749.010009765625,0,748.6477661132812,783.0859985351562,752.1935028076172,,41.21966606225733,61.93595283293797,-0.21290747910394714,,36.00490139318876,50.504713076196715
2000-01-31,778.0599975585938,738.8200073242188,749.2100219726562,778.0599975585938,0,777.6837158203125,780.8839965820313,755.8685028076172,,41.292182779482076,55.01915604819657,13.838236242053085,,50.689554930178694,56.31849869290079
2000-02-01,802.4400024414062,761.510009765625,778.0599975585938,802.4299926757812,0,802.0419311523438,778.2619995117187,760.3300018310547,,49.94776692502281,53.32288244329374,43.19753588848094,,59.942700480983206,60.558329413753384
2000-02-02,834.4199829101562,802.1599731445312,802.4299926757812,825.9500122070312,0,825.550537109375,786.8200073242188,767.2615020751953,,63.71000478040733,56.79318153284728,77.54365127552744,金叉,67.09405516816135,64.21528220812625
2000-02-03,870.4600219726562,825.9500122070312,825.9500122070312,870.4600219726562,0,870.0390625,805.1820068359375,776.8575042724609,,75.82511436699458,63.14683218876628,101.1816787234512,,76.58644037432877,69.96448589167062
2000-02-04,880.4299926757812,864.3499755859375,870.4600219726562,868.02001953125,0,867.6002197265625,828.9840087890625,786.7920043945312,,80.96746640755215,69.0930787928845,104.71624163688747,,75.16016774953262,69.29866700293714
2000-02-07,902.97998046875,866.7899780273438,868.02001953125,902.97998046875,0,902.5432739257812,853.9680053710938,797.4035034179688,,87.31593989953303,75.1714787138237,111.60486227095171,,81.18470419897356,73.27406497061416
2000-02-08,923.0599975585938,894.8699951171875,902.97998046875,920.0700073242188,0,919.6250610351562,877.4960083007812,806.3225036621094,,91.00466456373883,80.45158915126541,112.11081538868564,,83.52822319932194,75.00036922590331
2000-02-09,929.3599853515625,900.6699829101562,920.1500244140625,903.52001953125,0,903.0830688476562,893.010009765625,815.6440032958984,,89.48217167275133,83.46268884907077,101.52113732011244,,72.96687515161592,70.20940199682727
2000-02-10,943.5499877929688,899.0999755859375,903.6799926757812,943.0900268554688,0,942.6339111328125,907.5360107421875,825.7190032958985,,92.91391342608082,86.61372878008446,105.51428271807353,,80.16315945865391,74.46409363509736
2000-02-11,943.3900146484375,906.6799926757812,943.0900268554688,912.1900024414062,0,911.7488403320312,916.3700073242187,833.8795043945313,,89.53316471832315,87.58700417807782,93.42548579881378,,64.15868390772923,66.3870323758185
2000-02-14,933.8400268554688,901.780029296875,912.1900024414062,925.7100219726562,0,925.2623291015625,920.916015625,839.6715057373046,,88.81619356273302,87.99677048510286,90.45503971799334,,67.5592927378987,68.04165083012215
2000-02-15,969.1599731445312,904.530029296875,925.7100219726562,954.22998046875,0,953.7684936523438,927.7480102539063,847.2145050048828,,89.06906160875293,88.35422209341942,90.49874063941996,,73.84180469553412,71.29350665237489
2000-02-16,974.72998046875,949.5,954.22998046875,953.9199829101562,0,953.4586181640625,937.8280029296875,854.6390045166015,,86.42825314302777,87.71220701812565,83.86034539283204,死叉,73.65575014468953,71.2075912190811
2000-02-17,981.0599975585938,946.1400146484375,961.1599731445312,978.7999877929688,0,978.3265991210938,944.9699951171875,862.9505035400391,,90.29301074653776,88.57249764048927,93.7340369586347,金叉,78.8002405516707,73.9555896829901
2000-02-18,978.7999877929688,935.9400024414062,978.7999877929688,935.9400024414062,0,935.4873657226562,949.7199951171875,869.5400024414063,,76.0786058619751,84.40779374492371,59.42023009607789,死叉,56.13824463935018,62.708173724548665
2000-02-22,998.6400146484375,919.25,935.9400024414062,989.9299926757812,0,989.4512329101562,962.5639892578125,879.5830017089844,,81.13570664927394,83.3170852480397,76.77294945174242,,69.42842561876704,69.15463597732818
2000-02-23,1025.050048828125,983.1300048828125,989.9299926757812,1007.489990234375,0,1007.0027465820312,973.2159912109375,889.1805023193359,,82.77645763248226,83.13687463313066,82.05562363118545,,72.66147550799835,70.93719950141065
2000-02-24,1064.050048828125,1003.5999755859375,1007.489990234375,1063.699951171875,0,1063.185546875,995.1719848632813,903.2075012207031,,88.44575130258838,84.90650941843018,95.52423507090475,金叉,80.5589004115398,75.8173797671572
2000-02-25,1075.18994140625,1030.3800048828125,1063.699951171875,1032.02001953125,0,1031.5208740234375,1005.8159912109375,915.8760009765625,,83.99891019020905,84.60397529052698,82.78877998957319,死叉,67.39231889574397,68.72232486976439
2000-02-28,1069.739990234375,992.3800048828125,1032.02001953125,1066.4300537109375,0,1065.914306640625,1031.9140014648438,931.7470031738281,,87.62163190838524,85.60986316128012,91.64516940259551,金叉,73.11882648945345,71.8443861182581
2000-02-29,1174.1800537109375,1066.4300537109375,1066.4300537109375,1170.4599609375,0,1169.8939208984375,1068.0199951171876,951.3670013427734,,91.26134016804474,87.49369174111872,98.79663702189677,,83.5802505233025,78.81773047628629
2000-03-01,1190.6700439453125,1154.0899658203125,1170.4599609375,1172.1800537109375,0,1171.6131591796875,1100.9580078125,969.8545043945312,,91.90345554412835,88.96361452301812,97.7831375863488,,83.70606869463295,78.91194003297281
