Date,High,Low,Open,Close,Volume,Adj Close,MA_5days,MA_20days,MA_240days,K_value,D_value,J_value,KDJ_金叉死叉,RSI6,RSI12
1999-12-31,11542.41015625,11442.8203125,11453.48046875,11497.1201171875,43620000,11497.1201171875,,,,,,,,,
2000-01-03,11522.009765625,11305.6904296875,11501.849609375,11357.509765625,169750000,11357.509765625,,,,,,,,,
2000-01-04,11350.0595703125,10986.4501953125,11349.75,10997.9296875,178420000,10997.9296875,,,,,,,,,
2000-01-05,11215.099609375,10938.669921875,10989.3701171875,11122.650390625,203190000,11122.650390625,,,,,,,,,
2000-01-06,11313.4501953125,11098.4501953125,11113.3701171875,11253.259765625,176550000,11253.259765625,11245.6939453125,,,,,,,,
2000-01-07,11528.1396484375,11239.919921875,11247.0595703125,11522.5595703125,184900000,11522.5595703125,11250.7818359375,,,,,,,,
2000-01-10,11638.2802734375,11532.48046875,11532.48046875,11572.2001953125,168180000,11572.2001953125,11293.719921875,,,,,,,53.49710341113367,
2000-01-11,11663.099609375,11502.7001953125,11568.4697265625,11511.080078125,177300000,11511.080078125,11396.35,,,,,,,50.07568581326994,
2000-01-12,11612.5302734375,11505.1796875,11506.73046875,11551.099609375,194060000,11551.099609375,11482.03984375,,,84.53956237126188,84.53956237126188,84.5395623712619,,52.46439828900329,
2000-01-13,11656.580078125,11524.1103515625,11558.240234375,11582.4296875,174910000,11582.4296875,11547.873828125,,,87.13443765030682,86.09648753868885,89.21033787354276,金叉,54.509176890403566,
2000-01-14,11750.2802734375,11612.5302734375,11619.349609375,11722.98046875,266830000,11722.98046875,11587.9580078125,,,91.63533923395488,88.72015413118328,97.46570943949808,,63.06270706505269,
2000-01-18,11720.1201171875,11546.4501953125,11719.1904296875,11560.7197265625,200220000,11560.7197265625,11585.6619140625,,,85.4081249105713,87.34438814723676,81.5355984372404,死叉,50.03050217936747,
2000-01-19,11574.6796875,11456.009765625,11535.240234375,11489.3603515625,193090000,11489.3603515625,11581.31796875,,,75.64322941164193,82.85247413025486,61.22473997441605,,45.11074044032718,49.754453580416616
2000-01-20,11558.7001953125,11274.98046875,11490.2900390625,11351.2998046875,191230000,11351.2998046875,11541.3580078125,,,55.97687152672259,73.03176520896413,21.867084162239507,,36.72610981901456,45.42468147324982
2000-01-21,11387.599609375,11232.48046875,11356.259765625,11251.7099609375,205840000,11251.7099609375,11475.2140625,,,37.472812490237196,60.44192716527695,-8.465416859842321,,31.636150413712027,42.51334515255164
2000-01-24,11366.5,10917.26953125,11251.9404296875,11008.169921875,202740000,11008.169921875,11332.251953125,,,28.25982216790873,49.27899875461172,-13.778531005497257,,22.489594681384443,36.30579398461646
2000-01-25,11079.51953125,10883.4501953125,11010.9599609375,11029.8896484375,209230000,11029.8896484375,11226.0859375,,,24.36992107268047,40.75422390347454,-8.39868458890767,,24.815892066755616,37.197951184169725
2000-01-26,11131.0302734375,11002.580078125,11025.849609375,11032.990234375,188840000,11032.990234375,11134.8119140625,,,21.95519470474833,34.37729513624442,-2.889006158243845,,25.200461540839243,37.33464439508032
2000-01-27,11164.1396484375,10915.400390625,11035.5498046875,11028.01953125,194280000,11028.01953125,11070.155859375,,,20.175532618057115,29.58800522061702,1.3505874129373012,,24.954900257545876,37.193065758859916
2000-01-28,11024.919921875,10735.76953125,11024.919921875,10738.8701171875,183090000,10738.8701171875,10967.587890625,11309.092431640625,,13.503930720619376,24.18500425265282,-7.858216343447516,,14.852332116441335,29.978788414864653
2000-01-31,10956.669921875,10701.6396484375,10735.76953125,10940.5302734375,191880000,10940.5302734375,10954.0599609375,11281.262939453125,,18.147506173141565,22.16211079878707,10.118296921850558,,36.40043809927119,38.98340396919261
2000-02-01,11073.3203125,10907.9599609375,10937.740234375,11041.0498046875,183110000,11041.0498046875,10956.2919921875,11265.43994140625,,25.32347010798661,23.21951937493141,29.531371574097008,金叉,44.76197463765284,42.971335318567185
2000-02-02,11118.9296875,10987.0703125,11037.6396484375,11003.2001953125,164170000,11003.2001953125,10950.333984375,11265.703466796875,,31.550476850082337,26.002861401993677,42.64570774625966,,42.251988549595474,41.84783751813491
2000-02-03,11079.51953125,10842.259765625,11010.48046875,11013.4404296875,178630000,11013.4404296875,10947.4181640625,11260.24296875,,36.67384585760145,29.565279784640914,50.89097800352252,,43.284496981154405,42.29314280932078
2000-02-04,11089.4501953125,10943.01953125,11014.3701171875,10963.7998046875,166590000,10963.7998046875,10992.4041015625,11245.769970703124,,43.35043271084085,34.16499928779176,61.721299556939044,,39.20670125335899,40.647113363882625
2000-02-07,10970.9404296875,10846.2197265625,10965.9697265625,10905.7900390625,145660000,10905.7900390625,10985.4560546875,11214.931494140625,,43.614008486337454,37.31680165456933,56.208422149873684,,34.63150644112943,38.725706146808406
2000-02-08,11023.0595703125,10904.259765625,10904.259765625,10957.599609375,168890000,10957.599609375,10968.766015625,11184.20146484375,,47.52533478168294,40.72118172225679,61.133640900535255,,41.89808331842702,41.423510732147676
2000-02-09,10948.8203125,10698.849609375,10948.8203125,10699.16015625,168550000,10699.16015625,10907.9580078125,11143.60546875,,31.703440303105594,37.714363679512736,19.68159355029131,死叉,25.157769418375363,33.41709331079244
2000-02-10,10738.25,10606.400390625,10697.919921875,10643.6298828125,156390000,10643.6298828125,10833.9958984375,11098.231982421876,,23.555285253480683,32.993724449829365,4.678406860783312,,22.80808023356498,31.968733977181117
2000-02-11,10638.6396484375,10356.9599609375,10638.6396484375,10425.2099609375,193540000,10425.2099609375,10726.2779296875,11040.37099609375,,18.688555951417406,28.224697535659804,-0.38372721706738844,,15.829699753817374,26.95561616529501
2000-02-14,10549.0,10430.7998046875,10431.650390625,10519.83984375,167240000,10519.83984375,10649.087890625,10980.21396484375,,19.584504453210897,25.34437652445015,8.064760310732389,,27.38105978515806,31.995761620000362
2000-02-15,10763.0703125,10494.48046875,10520.150390625,10718.08984375,183320000,10718.08984375,10601.1859375,10938.082470703124,,29.490813161138323,26.7266041787477,35.019231125919575,金叉,46.008901762280395,41.25915089361384
