Date,High,Low,Open,Close,Volume,Adj Close,MA_5days,MA_20days,MA_240days,K_value,D_value,J_value,KDJ_金叉死叉,RSI6,RSI12
2000-01-04,17.41860008239746,16.471500396728516,16.471500396728516,17.171600341796875,124860402.0,5.2769598960876465,,,,,,,,,
2000-01-05,17.912799835205078,16.88330078125,16.88330078125,17.2539005279541,111277191747.0,5.302252292633057,,,,,,,,,
2000-01-06,18.11870002746582,17.336299896240234,17.41860008239746,17.542200088500977,131745986761.0,5.390847206115723,,,,,,,,,
2000-01-07,17.830400466918945,17.336299896240234,17.624500274658203,17.41860008239746,47877636984.0,5.352865219116211,,,,,,,,,
2000-01-10,18.077499389648438,17.500999450683594,17.500999450683594,17.912799835205078,94927515.0,5.504735946655273,17.459820175170897,,,,,,,,
2000-01-11,18.28339958190918,16.842100143432617,18.24220085144043,16.842100143432617,101403080162.0,5.175702095031738,17.393920135498046,,,,,,,,
2000-01-12,17.21269989013672,16.88330078125,16.965700149536133,17.04800033569336,53321192154.0,5.23897647857666,17.3527400970459,,,,,,,47.271522308827194,
2000-01-13,17.377500534057617,16.718599319458008,17.21269989013672,16.75979995727539,55275037216.0,5.150411128997803,17.196260070800783,,,,,,,41.00978060127174,
2000-01-14,16.965700149536133,16.306800842285156,16.88330078125,16.38920021057129,48949353.0,5.03652286529541,16.990380096435548,,,4.168745362136896,4.168745362136896,4.168745362136896,,34.049880972357194,
2000-01-17,17.789199829101562,17.377500534057617,17.706899642944336,17.789199829101562,79101406.0,5.466752529144287,16.965660095214844,,,46.66597832495583,29.667085139828256,80.66376469521097,金叉,62.72619414821718,
2000-01-18,18.901100158691406,17.830400466918945,18.036300659179688,17.830400466918945,274681225286.0,5.4794135093688965,17.16332015991211,,,52.37992398667955,40.425798277810436,76.28817540441777,,63.28989747311676,
2000-01-19,18.077499389648438,17.459800720214844,17.830400466918945,17.459800720214844,96334089.0,5.365525722503662,17.245680236816405,,,49.083294969476874,44.02198921127188,59.20590648588687,,54.40824105814192,
2000-01-20,17.830400466918945,17.41860008239746,17.624500274658203,17.706899642944336,55117771.0,5.441461563110352,17.435100173950197,,,50.9585747897058,46.684849077874475,59.50602621336844,,59.01057742829078,55.37158035484266
2000-01-21,18.324600219726562,17.789199829101562,17.789199829101562,17.995100021362305,103516501.0,5.530026435852051,17.756280136108398,,,56.11773721698128,50.13175406705185,68.08970351684015,,64.08485862083533,58.0204253072063
2000-01-24,18.61280059814453,18.036300659179688,18.324600219726562,18.44809913635254,179155567654.0,5.66923713684082,17.888059997558592,,,65.47218491127843,55.56311593467749,85.29032286448033,,70.88354845527056,61.89819447806395
2000-01-25,18.61280059814453,17.995100021362305,18.44809913635254,18.11870002746582,108965863648.0,5.5680108070373535,17.945719909667968,,,66.98778036715453,59.525961472160006,81.91141815714357,,60.83491775099852,57.67224406299435
2000-01-26,18.530500411987305,18.077499389648438,18.365699768066406,18.11870002746582,107447432.0,5.5680108070373535,18.077499771118163,,,67.96444649108616,62.41391203338136,79.06551540649578,,60.83491775099852,57.67224406299434
2000-01-27,18.859899520874023,18.077499389648438,18.159799575805664,18.57159996032715,159392166774.0,5.707190036773682,18.250439834594726,,,71.49538640112699,65.49449212782923,83.4971749477225,,69.41840700822962,61.92564153263642
2000-01-28,19.84819984436035,19.395200729370117,19.724599838256836,19.84819984436035,214223354.0,6.099499225616455,18.621059799194335,,,81.10805653859124,70.7598869324317,101.80439575091032,,82.43757271174815,70.91329557430602
2000-01-31,20.795299530029297,20.30109977722168,20.589399337768555,20.506999969482422,148705205198.0,6.301952838897705,19.032839965820312,17.836595058441162,,84.58620834000921,75.40445805453987,102.94970891094789,,86.1016619333475,74.32527904039644
2000-02-01,20.795299530029297,20.01289939880371,20.589399337768555,20.383499145507812,113624885.0,6.264001846313477,19.48579978942871,17.99718999862671,,85.66456238338212,78.84215651994043,99.30937411026548,,82.24180198610168,72.5840404518896
2000-02-02,20.383499145507812,20.383499145507812,20.383499145507812,20.383499145507812,0.0,6.264001846313477,19.93875961303711,18.153669929504396,,85.87749546550747,81.19533026880116,95.24182585892007,,82.24180198610168,72.5840404518896
2000-02-03,20.383499145507812,20.383499145507812,20.383499145507812,20.383499145507812,0.0,6.264001846313477,20.301139450073244,18.295734882354736,,85.68251546455348,82.6944822181181,91.65858195742422,,82.24180198610168,72.58404045188962
2000-02-04,20.383499145507812,20.383499145507812,20.383499145507812,20.383499145507812,0.0,6.264001846313477,20.408199310302734,18.443979835510255,,85.55277654537096,83.64869973167384,89.36093017276517,,82.24180198610168,72.58404045188962
2000-02-07,20.383499145507812,20.383499145507812,20.383499145507812,20.383499145507812,0.0,6.264001846313477,20.383499145507812,18.56751480102539,,85.31762085325089,84.20557197482091,87.54171861011082,,82.24180198610168,72.5840404518896
2000-02-08,20.383499145507812,20.383499145507812,20.383499145507812,20.383499145507812,0.0,6.264001846313477,20.383499145507812,18.74458475112915,,85.16098307797344,84.52425797807142,86.43443327777749,,82.24180198610168,72.58404045188962
2000-02-09,20.795299530029297,20.095199584960938,20.589399337768555,20.30109977722168,98769300246.0,6.238677978515625,20.367019271850587,18.907239723205567,,78.33841399476577,82.46137943358612,70.09248311712508,死叉,75.49896708729361,70.72086108050684
2000-02-10,20.589399337768555,19.559900283813477,20.30109977722168,19.559900283813477,90747549797.0,6.010901927947998,20.202299499511717,19.04724473953247,,52.21775409879969,72.37713836835644,11.898985559686196,,40.05254073649617,56.491211418190645
2000-02-11,20.13640022277832,19.559900283813477,19.76580047607422,19.60110092163086,101318183490.0,6.023563861846924,20.04581985473633,19.20783977508545,,35.92023728076113,60.222401153936026,-12.684090465588667,,41.872912462913305,57.015673602723126
2000-02-14,20.13640022277832,19.395200729370117,19.80699920654297,19.395200729370117,73611565.0,5.9602885246276855,19.848160171508788,19.288139820098877,,23.945224307350603,48.12839242061278,-24.42111191917374,,35.422310495026835,53.499819242794025
2000-02-15,19.724599838256836,19.354000091552734,19.559900283813477,19.395200729370117,47417422494.0,5.9602885246276855,19.65050048828125,19.366379833221437,,16.91571512861298,37.723239507667444,-24.699333629495946,,35.422310495026835,53.499819242794025
